"Organism","treatment","experiment","experiment_ID","name_pufa","runinfo","runinfo_original","runname","dry_pufa","dry_weight_mg"
"spider","start","M1","59","20:3n-6","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",3.58024337813883e-05,3.3247
"spider","start","M1","59","20:4n-6","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.000179871240590258,3.3247
"spider","start","M1","59","20:5n-3","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.000396369646218036,3.3247
"spider","start","M1","59","22:0","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.000141748980259206,3.3247
"spider","start","M1","59","22:2n-6","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0,3.3247
"spider","start","M1","44","18:0","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.00555013128379381,3.4021
"spider","start","M1","44","18:1n-9t","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.00249849908159725,3.4021
"spider","start","M1","44","18:1n-9c","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.000186885788222127,3.4021
"spider","start","M1","44","18:1n-7","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.00249986999233641,3.4021
"spider","start","M1","44","18:2n-6t","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.00152532580340588,3.4021
"spider","start","M1","44","18:2n-6c","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.00159535129499078,3.4021
"spider","start","M1","44","18:3n-3","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.00923346370754856,3.4021
"spider","start","M1","44","20:0","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.000654617413643538,3.4021
"spider","start","M1","44","20:1n-9","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",6.07389510576886e-05,3.4021
"spider","start","M1","44","20:2n-6","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.000336966859363514,3.4021
"spider","start","M1","44","20:3n-6","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0,3.4021
"spider","start","M1","44","20:4n-6","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0,3.4021
"spider","start","M1","44","20:5n-3","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.00208117353409874,3.4021
"spider","start","M1","44","22:0","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.000107101431490493,3.4021
"spider","start","M1","44","22:1n-9","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.000322249693180933,3.4021
"spider","start","M1","44","24:0","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.000174041622946014,3.4021
"spider","start","M1","44","24:1n-9","M1 T44","M1 T44","PUFA-KF_26.05.2020 16_05_016",0.000128655112619118,3.4021
"spider","start","M1","106","18:0","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.00194891295383074,3.2562
"spider","start","M1","106","18:1n-9t","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.00308037363925562,3.2562
"spider","start","M1","106","18:1n-9c","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0,3.2562
"spider","start","M1","106","18:1n-7","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.00201985259320265,3.2562
"spider","start","M1","106","18:2n-6t","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.00133403455867998,3.2562
"spider","start","M1","106","18:2n-6c","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.000857335079306822,3.2562
"spider","start","M1","106","18:3n-3","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.00863924329489446,3.2562
"spider","start","M1","106","20:0","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.000484276021648688,3.2562
"spider","start","M1","106","20:1n-9","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",3.31484091852286e-05,3.2562
"spider","start","M1","106","20:2n-6","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.000285229359351042,3.2562
"spider","start","M1","106","20:3n-6","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.000106558119890593,3.2562
"spider","start","M1","106","20:4n-6","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.000399202588029161,3.2562
"spider","start","M1","106","20:5n-3","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.000975811498263793,3.2562
"spider","start","M1","106","22:0","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0.000213423400784789,3.2562
"spider","start","M1","106","22:2n-6","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",7.3282844054964e-05,3.2562
"spider","start","M1","106","24:0","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",0,3.2562
"spider","start","M1","106","24:1n-9","M1 T106","M1 T106","PUFA-KF_27.05.2020 06_01_1921",5.184210212132e-05,3.2562
"spider","start","M1","111","18:0","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.00160516901561481,5.5888
"spider","start","M1","111","18:1n-9t","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.00135856827887904,5.5888
"spider","start","M1","111","18:1n-9c","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000132377900199449,5.5888
"spider","start","M1","111","18:1n-7","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.00230362709914142,5.5888
"spider","start","M1","111","18:2n-6t","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000719989765754255,5.5888
"spider","start","M1","111","18:2n-6c","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000405785940386537,5.5888
"spider","start","M1","111","18:3n-6","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.00394092709915274,5.5888
"spider","start","M1","111","18:3n-3","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000371446390493356,5.5888
"spider","start","M1","111","20:0","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000251548460651216,5.5888
"spider","start","M1","111","20:1n-9","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",5.95788538302382e-05,5.5888
"spider","start","M1","111","20:2n-6","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000237577121163104,5.5888
"spider","start","M1","111","20:3n-6","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",4.45313575011001e-05,5.5888
"spider","start","M1","111","20:4n-6","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000346884408455162,5.5888
"spider","start","M1","111","20:3n-3","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0,5.5888
"spider","start","M1","111","20:5n-3","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000789158707873453,5.5888
"spider","start","M1","111","22:0","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",6.25237655702006e-05,5.5888
"spider","start","M1","111","22:1n-9","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000176950460228521,5.5888
"spider","start","M1","111","22:2n-6","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",9.55751962883447e-05,5.5888
"spider","start","M1","111","24:0","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000204885797117004,5.5888
"spider","start","M1","111","24:1n-9","M1 T111","M1 T111","PUFA-KF_26.05.2020 13_17_573",0.000169879471850247,5.5888
"spider","start","M1","115","18:0","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.00179220531044528,6.2868
"spider","start","M1","115","18:1n-9t","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.00173042954567634,6.2868
"spider","start","M1","115","18:1n-9c","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000216375357795153,6.2868
"spider","start","M1","115","18:1n-7","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.00293096263352206,6.2868
"spider","start","M1","115","18:2n-6t","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.00114022817593081,6.2868
"spider","start","M1","115","18:2n-6c","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000996734957448801,6.2868
"spider","start","M1","115","18:3n-3","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.00526852006302729,6.2868
"spider","start","M1","115","20:0","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000239453711400563,6.2868
"spider","start","M1","115","20:1n-9","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",5.70899777638237e-05,6.2868
"spider","start","M1","115","20:2n-6","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000389823699467478,6.2868
"spider","start","M1","115","20:3n-6","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000129662033310398,6.2868
"spider","start","M1","115","20:4n-6","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000431164960830772,6.2868
"spider","start","M1","115","20:3n-3","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0,6.2868
"spider","start","M1","115","20:5n-3","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.0011870797581611,6.2868
"spider","start","M1","115","22:0","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",8.51897703328581e-05,6.2868
"spider","start","M1","115","22:1n-9","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000250574387056849,6.2868
"spider","start","M1","115","22:2n-6","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000188837802780449,6.2868
"spider","start","M1","115","24:0","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000307047041282409,6.2868
"spider","start","M1","115","24:1n-9","M1 T115","M1 T115","PUFA-KF_28.05.2020 06_10_0647",0.000259396505283275,6.2868
"spider","start","M1","38","18:0","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0.00051958639362267,3.1972
"spider","start","M1","38","18:1n-9t","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0.00270029248062821,3.1972
"spider","start","M1","38","18:1n-9c","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0,3.1972
"spider","start","M1","38","18:1n-7","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0.00118552032113595,3.1972
"spider","start","M1","38","18:2n-6t","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0.00057250416147024,3.1972
"spider","start","M1","38","18:2n-6c","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0.00043438539457253,3.1972
"spider","start","M1","38","18:3n-3","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0.0073160561635448,3.1972
"spider","start","M1","38","20:0","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0.000157099053716175,3.1972
"spider","start","M1","38","20:1n-9","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0,3.1972
"spider","start","M1","38","20:2n-6","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0.000232273345490531,3.1972
"spider","start","M1","38","20:3n-6","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0,3.1972
"spider","start","M1","38","20:4n-6","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",5.22325143376497e-05,3.1972
"spider","start","M1","38","20:3n-3","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0,3.1972
"spider","start","M1","38","20:5n-3","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0.000159692572087793,3.1972
"spider","start","M1","38","22:0","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0,3.1972
"spider","start","M1","38","24:0","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",0,3.1972
"spider","start","M1","38","24:1n-9","M1 T38","M1 T38","PUFA-KF_26.05.2020 20_43_2211",3.59666299519592e-05,3.1972
"spider","start","M1","49","18:0","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.00102577802733567,3.1683
"spider","start","M1","49","18:1n-9t","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.00301480615010911,3.1683
"spider","start","M1","49","18:1n-9c","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0,3.1683
"spider","start","M1","49","18:1n-7","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.00175295986719071,3.1683
"spider","start","M1","49","18:2n-6t","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.00121641692828611,3.1683
"spider","start","M1","49","18:2n-6c","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.00064446338977334,3.1683
"spider","start","M1","49","18:3n-3","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.00767097463269752,3.1683
"spider","start","M1","49","20:0","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.000150794392105031,3.1683
"spider","start","M1","49","20:1n-9","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0,3.1683
"spider","start","M1","49","20:2n-6","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.000186212581114574,3.1683
"spider","start","M1","49","20:3n-6","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",6.93394762773033e-05,3.1683
"spider","start","M1","49","20:4n-6","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.000224559651162302,3.1683
"spider","start","M1","49","20:5n-3","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.00060248982835176,3.1683
"spider","start","M1","49","22:0","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0,3.1683
"spider","start","M1","49","22:1n-9","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0.000177086255832668,3.1683
"spider","start","M1","49","22:2n-6","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",4.90058346344031e-05,3.1683
"spider","start","M1","49","24:0","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0,3.1683
"spider","start","M1","49","24:1n-9","M1 T49","M1 T49","PUFA-KF_27.05.2020 10_40_3526",0,3.1683
"spider","start","M1","24","18:0","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0.000958104666405897,2.9161
"spider","start","M1","24","18:1n-9t","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0.00249459952033591,2.9161
"spider","start","M1","24","18:1n-7","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0.000755448120785535,2.9161
"spider","start","M1","24","18:2n-6t","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0,2.9161
"spider","start","M1","24","18:2n-6c","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0.000575032993706049,2.9161
"spider","start","M1","24","18:3n-3","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0.00399837432858686,2.9161
"spider","start","M1","24","20:0","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0,2.9161
"spider","start","M1","24","20:1n-9","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",8.60488161067307e-05,2.9161
"spider","start","M1","24","20:3n-6","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",3.90117034842562e-05,2.9161
"spider","start","M1","24","20:4n-6","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0,2.9161
"spider","start","M1","24","20:5n-3","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0.000116198755447511,2.9161
"spider","start","M1","24","22:0","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0,2.9161
"spider","start","M1","24","22:2n-6","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",0,2.9161
"spider","start","M1","24","22:6n-3","M1 T24","M1 T24","PUFA-KF_27.05.2020 19_57_1136",4.86544197769452e-05,2.9161
"spider","fishfood","M1","fishfood_19","18:0","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0,2.7793
"spider","fishfood","M1","fishfood_19","18:1n-9t","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0.00226873467163709,2.7793
"spider","fishfood","M1","fishfood_19","18:1n-7","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0.000524537276002797,2.7793
"spider","fishfood","M1","fishfood_19","18:2n-6t","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0,2.7793
"spider","fishfood","M1","fishfood_19","18:2n-6c","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0.000281554177916321,2.7793
"spider","fishfood","M1","fishfood_19","18:3n-6","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0.0014301062512758,2.7793
"spider","fishfood","M1","fishfood_19","20:0","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0,2.7793
"spider","fishfood","M1","fishfood_19","20:2n-6","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0.000153078009582395,2.7793
"spider","fishfood","M1","fishfood_19","20:4n-6","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0.000188641333763635,2.7793
"spider","fishfood","M1","fishfood_19","20:5n-3","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0.000383215134158139,2.7793
"spider","fishfood","M1","fishfood_19","22:0","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0,2.7793
"spider","fishfood","M1","fishfood_19","22:1n-9","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",0.000155412763826984,2.7793
"spider","fishfood","M1","fishfood_19","22:6n-3","M1 T fishfood 19","M1 T fish 19","PUFA-KF_27.05.2020 00_26_1815",7.54809866910443e-05,2.7793
"spider","fishfood","M1","fishfood_5","18:0","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0,2.6597
"spider","fishfood","M1","fishfood_5","18:1n-9t","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0.00260665705241139,2.6597
"spider","fishfood","M1","fishfood_5","18:1n-7","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0.000852921170642919,2.6597
"spider","fishfood","M1","fishfood_5","18:2n-6t","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0,2.6597
"spider","fishfood","M1","fishfood_5","18:2n-6c","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0.000432375913472934,2.6597
"spider","fishfood","M1","fishfood_5","18:3n-6","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0.00261962086808657,2.6597
"spider","fishfood","M1","fishfood_5","18:3n-3","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0,2.6597
"spider","fishfood","M1","fishfood_5","20:0","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0,2.6597
"spider","fishfood","M1","fishfood_5","20:2n-6","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0.000146944121750674,2.6597
"spider","fishfood","M1","fishfood_5","20:3n-6","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",6.62497528760116e-05,2.6597
"spider","fishfood","M1","fishfood_5","20:4n-6","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0.000104144137705244,2.6597
"spider","fishfood","M1","fishfood_5","20:5n-3","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",0.000220264281544373,2.6597
"spider","fishfood","M1","fishfood_5","22:0","M1 T fishfood 5","M1 T fish 5","PUFA-KF_26.05.2020 14_13_424",9.65202646304543e-05,2.6597
"spider","fishfood","M1","fishfood_18","18:0","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.000665815521344321,4.5402
"spider","fishfood","M1","fishfood_18","18:1n-9t","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.00213480755160928,4.5402
"spider","fishfood","M1","fishfood_18","18:1n-9c","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0,4.5402
"spider","fishfood","M1","fishfood_18","18:1n-7","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.00150988089883968,4.5402
"spider","fishfood","M1","fishfood_18","18:2n-6t","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.000748842403364936,4.5402
"spider","fishfood","M1","fishfood_18","18:2n-6c","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.000440217064019194,4.5402
"spider","fishfood","M1","fishfood_18","18:3n-6","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.00287788861819361,4.5402
"spider","fishfood","M1","fishfood_18","18:3n-3","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0,4.5402
"spider","fishfood","M1","fishfood_18","20:0","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.00012049802349942,4.5402
"spider","fishfood","M1","fishfood_18","20:1n-9","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",2.65295496008485e-05,4.5402
"spider","fishfood","M1","fishfood_18","20:2n-6","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.000261416406382982,4.5402
"spider","fishfood","M1","fishfood_18","20:3n-6","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.000132037519102658,4.5402
"spider","fishfood","M1","fishfood_18","20:4n-6","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.000757773782867757,4.5402
"spider","fishfood","M1","fishfood_18","20:5n-3","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.00156982855363735,4.5402
"spider","fishfood","M1","fishfood_18","22:0","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",5.2828657587311e-05,4.5402
"spider","fishfood","M1","fishfood_18","22:1n-9","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.000214991057577472,4.5402
"spider","fishfood","M1","fishfood_18","22:2n-6","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",3.98628140856988e-05,4.5402
"spider","fishfood","M1","fishfood_18","22:6n-3","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",0.000164849583810647,4.5402
"spider","fishfood","M1","fishfood_18","24:0","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",5.4093317148529e-05,4.5402
"spider","fishfood","M1","fishfood_18","24:1n-9","M1 T fishfood 18","M1 T fish 18","PUFA-KF_28.05.2020 11_44_4053",2.84462201933915e-05,4.5402
"spider","fishfood","M1","fishfood_15","18:0","M1 T fishfood 15","M1 T fish 15","PUFA-KF_27.05.2020 06_57_1522",0,3.2777
"spider","fishfood","M1","fishfood_15","18:1n-9t","M1 T fishfood 15","M1 T fish 15","PUFA-KF_27.05.2020 06_57_1522",0.00234068877691723,3.2777
"spider","fishfood","M1","fishfood_15","18:1n-7","M1 T fishfood 15","M1 T fish 15","PUFA-KF_27.05.2020 06_57_1522",0.00100994344794165,3.2777
"spider","fishfood","M1","fishfood_15","18:2n-6t","M1 T fishfood 15","M1 T fish 15","PUFA-KF_27.05.2020 06_57_1522",0.000809777832834344,3.2777
