Site,Date,Variable,Qualifier,Value,Unit,Comment,Site UFZ,
Kaiserbach down,19/03/2018,Weather,,cloudy,,,RP_Kaiser,
Kaiserbach down,19/03/2018,time,,13:20,hh:mm,,RP_Kaiser,
Kaiserbach down,19/03/2018,water temperature,,4.3,°C,,RP_Kaiser,
Kaiserbach down,19/03/2018,air temperature,,0.8,°C,,RP_Kaiser,
Kaiserbach down,19/03/2018,pH,,8.07,,,RP_Kaiser,
Kaiserbach down,19/03/2018,conductivity,,778,uS/cm,,RP_Kaiser,
Kaiserbach down,19/03/2018,Dissolved Oxygen,,NA,%,,RP_Kaiser,
Kaiserbach down,19/03/2018,Dissolved Oxygen,,NA,mg/L,,RP_Kaiser,
Kaiserbach down,19/03/2018,NO2,,0.01,mg/L,,RP_Kaiser,
Kaiserbach down,19/03/2018,NO3,,4.3,mg/L,,RP_Kaiser,
Kaiserbach down,19/03/2018,PO4,,0.6,mg/L,"< war gekennzeichnet, aber irrtümlich abgetippt",RP_Kaiser,
Kaiserbach down,19/03/2018,NH4,<,0.1,mg/L,,RP_Kaiser,
Kaiserbach down,19/03/2018,Cl,,50,mg/L,,RP_Kaiser,
Kaiserbach down,19/03/2018,SO4,,48,mg/L,,RP_Kaiser,
Kaiserbach down,19/03/2018,Cu,,0.1,mg/L,,RP_Kaiser,
Kaiserbach down,19/03/2018,Flow 1,,0.75,m/sec,,RP_Kaiser,
Kaiserbach down,19/03/2018,Flow 2,,0.31,m/sec,,RP_Kaiser,
Kaiserbach down,19/03/2018,Flow 3,,0.3,m/sec,,RP_Kaiser,
Kaiserbach down,19/03/2018,Flow UFZ,,NA,m/sec,,RP_Kaiser,
Kaiserbach up,19/03/2018,Weather,,cloudy,,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,time,,18:01,hh:mm,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,water temperature,,6.8,°C,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,air temperature,,1.4,°C,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,pH,,7.55,,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,conductivity,,290,uS/cm,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,Dissolved Oxygen,,NA,%,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,Dissolved Oxygen,,NA,mg/L,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,NO2,,0.01,mg/L,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,NO3,,4,mg/L,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,PO4,<,0.2,mg/L,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,NH4,<,0.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,Cl,,25,mg/L,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,SO4,<,20,mg/L,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,Cu,<,0.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,Flow 1,,0.23,m/sec,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,Flow 2,,0.14,m/sec,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,Flow 3,,0.27,m/sec,,RP_Kaiser_R,
Kaiserbach up,19/03/2018,Flow UFZ,,NA,m/sec,,RP_Kaiser_R,
Isenach up,20/03/2018,Weather,,sunny,,,RP_Isen_R,
Isenach up,20/03/2018,time,,08:45,hh:mm,,RP_Isen_R,
Isenach up,20/03/2018,water temperature,,2.6,°C,,RP_Isen_R,
Isenach up,20/03/2018,air temperature,,1.6,°C,,RP_Isen_R,
Isenach up,20/03/2018,pH,,7.87,,,RP_Isen_R,
Isenach up,20/03/2018,conductivity,,191,uS/cm,,RP_Isen_R,
Isenach up,20/03/2018,Dissolved Oxygen,,NA,%,,RP_Isen_R,
Isenach up,20/03/2018,Dissolved Oxygen,,NA,mg/L,,RP_Isen_R,
Isenach up,20/03/2018,NO2,<,0.01,mg/L,,RP_Isen_R,
Isenach up,20/03/2018,NO3,<,1,mg/L,,RP_Isen_R,
Isenach up,20/03/2018,PO4,<,0.2,mg/L,,RP_Isen_R,
Isenach up,20/03/2018,NH4,<,0.1,mg/L,,RP_Isen_R,
Isenach up,20/03/2018,Cl,,25,mg/L,,RP_Isen_R,
Isenach up,20/03/2018,SO4,,25,mg/L,,RP_Isen_R,
Isenach up,20/03/2018,Cu,<,0.1,mg/L,,RP_Isen_R,
Isenach up,20/03/2018,Flow 1,,0.33,m/sec,,RP_Isen_R,
Isenach up,20/03/2018,Flow 2,,0.35,m/sec,,RP_Isen_R,
Isenach up,20/03/2018,Flow 3,,0.34,m/sec,,RP_Isen_R,
Isenach up,20/03/2018,Flow UFZ,,NA,m/sec,,RP_Isen_R,
Isenach down,20/03/2018,Weather,,sunny,,,RP_Isen,
Isenach down,20/03/2018,time,,10:00,hh:mm,,RP_Isen,
Isenach down,20/03/2018,water temperature,,3.6,°C,,RP_Isen,
Isenach down,20/03/2018,air temperature,,1.8,°C,,RP_Isen,
Isenach down,20/03/2018,pH,,8.03,,,RP_Isen,
Isenach down,20/03/2018,conductivity,,724,uS/cm,,RP_Isen,
Isenach down,20/03/2018,Dissolved Oxygen,,NA,%,,RP_Isen,
Isenach down,20/03/2018,Dissolved Oxygen,,NA,mg/L,,RP_Isen,
Isenach down,20/03/2018,NO2,,0.01,mg/L,,RP_Isen,
Isenach down,20/03/2018,NO3,,1.5,mg/L,,RP_Isen,
Isenach down,20/03/2018,PO4,,3.3,mg/L,,RP_Isen,
Isenach down,20/03/2018,NH4,<,0.1,mg/L,,RP_Isen,
Isenach down,20/03/2018,Cl,>,50,mg/L,,RP_Isen,
Isenach down,20/03/2018,SO4,,79,mg/L,,RP_Isen,
Isenach down,20/03/2018,Cu,<,0.1,mg/L,,RP_Isen,
Isenach down,20/03/2018,Flow 1,,0.26,m/sec,,RP_Isen,
Isenach down,20/03/2018,Flow 2,,0.19,m/sec,,RP_Isen,
Isenach down,20/03/2018,Flow 3,,0.21,m/sec,,RP_Isen,
Isenach down,20/03/2018,Flow UFZ,,NA,m/sec,,RP_Isen,
Kropsbach up,20/03/2018,Weather,,cloudy,,,RP_Krops_R,
Kropsbach up,20/03/2018,time,,11:00,hh:mm,,RP_Krops_R,
Kropsbach up,20/03/2018,water temperature,,4.1,°C,,RP_Krops_R,
Kropsbach up,20/03/2018,air temperature,,3.4,°C,,RP_Krops_R,
Kropsbach up,20/03/2018,pH,,7.79,,,RP_Krops_R,
Kropsbach up,20/03/2018,conductivity,,199,uS/cm,,RP_Krops_R,
Kropsbach up,20/03/2018,Dissolved Oxygen,,NA,%,,RP_Krops_R,
Kropsbach up,20/03/2018,Dissolved Oxygen,,NA,mg/L,,RP_Krops_R,
Kropsbach up,20/03/2018,NO2,,0.01,mg/L,,RP_Krops_R,
Kropsbach up,20/03/2018,NO3,<,1,mg/L,,RP_Krops_R,
Kropsbach up,20/03/2018,PO4,,0.4,mg/L,,RP_Krops_R,
Kropsbach up,20/03/2018,NH4,<,0.1,mg/L,,RP_Krops_R,
Kropsbach up,20/03/2018,Cl,,30,mg/L,,RP_Krops_R,
Kropsbach up,20/03/2018,SO4,,24,mg/L,,RP_Krops_R,
Kropsbach up,20/03/2018,Cu,<,0.1,mg/L,,RP_Krops_R,
Kropsbach up,20/03/2018,Flow 1,,0.18,m/sec,,RP_Krops_R,
Kropsbach up,20/03/2018,Flow 2,,0.46,m/sec,,RP_Krops_R,
Kropsbach up,20/03/2018,Flow 3,,0.57,m/sec,,RP_Krops_R,
Kropsbach up,20/03/2018,Flow UFZ,,NA,m/sec,,RP_Krops_R,
Kropsbach down,20/03/2018,Weather,,cloudy and snow,,,RP_Krops,
Kropsbach down,20/03/2018,time,,11:45,hh:mm,,RP_Krops,
Kropsbach down,20/03/2018,water temperature,,3.9,°C,,RP_Krops,
Kropsbach down,20/03/2018,air temperature,,3.2,°C,,RP_Krops,
Kropsbach down,20/03/2018,pH,,8.6,,,RP_Krops,
Kropsbach down,20/03/2018,conductivity,,479,uS/cm,,RP_Krops,
Kropsbach down,20/03/2018,Dissolved Oxygen,,NA,%,,RP_Krops,
Kropsbach down,20/03/2018,Dissolved Oxygen,,NA,mg/L,,RP_Krops,
Kropsbach down,20/03/2018,NO2,,0.01,mg/L,,RP_Krops,
Kropsbach down,20/03/2018,NO3,,1.6,mg/L,,RP_Krops,
Kropsbach down,20/03/2018,PO4,<,0.2,mg/L,,RP_Krops,
Kropsbach down,20/03/2018,NH4,<,0.1,mg/L,,RP_Krops,
Kropsbach down,20/03/2018,Cl,>,50,mg/L,,RP_Krops,
Kropsbach down,20/03/2018,SO4,,43,mg/L,,RP_Krops,
Kropsbach down,20/03/2018,Cu,<,0.1,mg/L,,RP_Krops,
Kropsbach down,20/03/2018,Flow 1,,0.49,m/sec,,RP_Krops,
Kropsbach down,20/03/2018,Flow 2,,0.67,m/sec,,RP_Krops,
Kropsbach down,20/03/2018,Flow 3,,0.36,m/sec,,RP_Krops,
Kropsbach down,20/03/2018,Flow UFZ,,NA,m/sec,,RP_Krops,
Triefenbach up,20/03/2018,Weather,,cloudy and snow,,,RP_Triefen_R,
Triefenbach up,20/03/2018,time,,12;45,hh:mm,,RP_Triefen_R,RP_Triefen_R
Triefenbach up,20/03/2018,water temperature,,4.1,°C,,RP_Triefen_R,
Triefenbach up,20/03/2018,air temperature,,1.9,°C,,RP_Triefen_R,
Triefenbach up,20/03/2018,pH,,8.07,,,RP_Triefen_R,
Triefenbach up,20/03/2018,conductivity,,150,uS/cm,,RP_Triefen_R,
Triefenbach up,20/03/2018,Dissolved Oxygen,,NA,%,,RP_Triefen_R,
Triefenbach up,20/03/2018,Dissolved Oxygen,,NA,mg/L,,RP_Triefen_R,
Triefenbach up,20/03/2018,NO2,<,0.01,mg/L,,RP_Triefen_R,
Triefenbach up,20/03/2018,NO3,,1.2,mg/L,,RP_Triefen_R,
Triefenbach up,20/03/2018,PO4,<,0.2,mg/L,,RP_Triefen_R,
Triefenbach up,20/03/2018,NH4,<,0.1,mg/L,,RP_Triefen_R,
Triefenbach up,20/03/2018,Cl,,13,mg/L,,RP_Triefen_R,
Triefenbach up,20/03/2018,SO4,,22,mg/L,,RP_Triefen_R,
Triefenbach up,20/03/2018,Cu,<,0.1,mg/L,,RP_Triefen_R,
Triefenbach up,20/03/2018,Flow 1,,0.47,m/sec,,RP_Triefen_R,
Triefenbach up,20/03/2018,Flow 2,,0.6,m/sec,,RP_Triefen_R,
Triefenbach up,20/03/2018,Flow 3,,0.24,m/sec,,RP_Triefen_R,
Triefenbach up,20/03/2018,Flow UFZ,,NA,m/sec,,RP_Triefen_R,
Triefenbach down,20/03/2018,Weather,,cloudy,,,RP_Triefen,
Triefenbach down,20/03/2018,time,,13:10,hh:mm,,RP_Triefen,
Triefenbach down,20/03/2018,water temperature,,3.9,°C,,RP_Triefen,
Triefenbach down,20/03/2018,air temperature,,3.1,°C,,RP_Triefen,
Triefenbach down,20/03/2018,pH,,7.96,,,RP_Triefen,
Triefenbach down,20/03/2018,conductivity,,211,uS/cm,,RP_Triefen,
Triefenbach down,20/03/2018,Dissolved Oxygen,,NA,%,,RP_Triefen,
Triefenbach down,20/03/2018,Dissolved Oxygen,,NA,mg/L,,RP_Triefen,
Triefenbach down,20/03/2018,NO2,,0.01,mg/L,,RP_Triefen,
Triefenbach down,20/03/2018,NO3,,1.8,mg/L,,RP_Triefen,
Triefenbach down,20/03/2018,PO4,<,0.2,mg/L,,RP_Triefen,
Triefenbach down,20/03/2018,NH4,<,0.1,mg/L,,RP_Triefen,
Triefenbach down,20/03/2018,Cl,,15,mg/L,,RP_Triefen,
Triefenbach down,20/03/2018,SO4,,0.12,mg/L,,RP_Triefen,
Triefenbach down,20/03/2018,Cu,,0.7,mg/L,,RP_Triefen,
Triefenbach down,20/03/2018,Flow 1,,0.18,m/sec,,RP_Triefen,
Triefenbach down,20/03/2018,Flow 2,,0.25,m/sec,,RP_Triefen,
Triefenbach down,20/03/2018,Flow 3,,0.25,m/sec,,RP_Triefen,
Triefenbach down,20/03/2018,Flow UFZ,,NA,m/sec,,RP_Triefen,
Modenbach up,20/03/2018,Weather,,cloudy,,,RP_Moden_R,
Modenbach up,20/03/2018,time,,15:10,hh:mm,,RP_Moden_R,
Modenbach up,20/03/2018,water temperature,,4.9,°C,,RP_Moden_R,
