Site,Date,Variable,Qualifier,Value,Unit,Comment,Site UFZ,
Kaiserbach up,30/07/2018,conductivity,,326,uS/cm,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,NO2,,0.01,mg/L,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,NO3,,6.4,mg/L,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,PO4,,0.6,mg/L,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,NH4,<,0.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,Cl,,21,mg/L,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,SO4,,22,mg/L,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,Cu,<,0.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,Flow 1,,0.06,m/sec,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,Flow 2,,0.02,m/sec,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,Flow 3,,0.04,m/sec,,RP_Kaiser_R,
Kaiserbach up,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Kaiser_R,
Kaiserbach down,30/07/2018,Weather,,sunny,,,RP_Kaiser,
Kaiserbach down,30/07/2018,time,,NA,hh:mm,,RP_Kaiser,
Kaiserbach down,30/07/2018,water temperature,,19.7,°C,,RP_Kaiser,
Kaiserbach down,30/07/2018,air temperature,,28.8,°C,,RP_Kaiser,
Kaiserbach down,30/07/2018,pH,,6.81,,,RP_Kaiser,
Kaiserbach down,30/07/2018,conductivity,,658,uS/cm,,RP_Kaiser,
Kaiserbach down,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Kaiser,
Kaiserbach down,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Kaiser,
Kaiserbach down,30/07/2018,NO2,,0.01,mg/L,,RP_Kaiser,
Kaiserbach down,30/07/2018,NO3,,2.9,mg/L,,RP_Kaiser,
Kaiserbach down,30/07/2018,PO4,,1,mg/L,,RP_Kaiser,
Kaiserbach down,30/07/2018,NH4,,0.1,mg/L,,RP_Kaiser,
Kaiserbach down,30/07/2018,Cl,>,50,mg/L,,RP_Kaiser,
Kaiserbach down,30/07/2018,SO4,,2,mg/L,,RP_Kaiser,
Kaiserbach down,30/07/2018,Cu,<,0.1,mg/L,,RP_Kaiser,
Kaiserbach down,30/07/2018,Flow 1,,0.1,m/sec,,RP_Kaiser,
Kaiserbach down,30/07/2018,Flow 2,,0.11,m/sec,,RP_Kaiser,
Kaiserbach down,30/07/2018,Flow 3,,0.17,m/sec,,RP_Kaiser,
Kaiserbach down,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Kaiser,
Klingbach down,30/07/2018,Weather,,sunny,,,RP_Kling,
Klingbach down,30/07/2018,time,,NA,hh:mm,,RP_Kling,
Klingbach down,30/07/2018,water temperature,,20.1,°C,,RP_Kling,
Klingbach down,30/07/2018,air temperature,,28.9,°C,,RP_Kling,
Klingbach down,30/07/2018,pH,,7.02,,,RP_Kling,
Klingbach down,30/07/2018,conductivity,,419,uS/cm,,RP_Kling,
Klingbach down,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Kling,
Klingbach down,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Kling,
Klingbach down,30/07/2018,NO2,,0.01,mg/L,,RP_Kling,
Klingbach down,30/07/2018,NO3,,2.2,mg/L,,RP_Kling,
Klingbach down,30/07/2018,PO4,,0.9,mg/L,,RP_Kling,
Klingbach down,30/07/2018,NH4,,0.1,mg/L,,RP_Kling,
Klingbach down,30/07/2018,Cl,,14,mg/L,,RP_Kling,
Klingbach down,30/07/2018,SO4,,20,mg/L,,RP_Kling,
Klingbach down,30/07/2018,Cu,<,0.1,mg/L,,RP_Kling,
Klingbach down,30/07/2018,Flow 1,,0.24,m/sec,,RP_Kling,
Klingbach down,30/07/2018,Flow 2,,0.33,m/sec,,RP_Kling,
Klingbach down,30/07/2018,Flow 3,,0.28,m/sec,,RP_Kling,
Klingbach down,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Kling,
Klingbach up,30/07/2018,Weather,,sunny,,,RP_Kling_R,
Klingbach up,30/07/2018,time,,NA,hh:mm,,RP_Kling_R,
Klingbach up,30/07/2018,water temperature,,17.2,°C,,RP_Kling_R,
Klingbach up,30/07/2018,air temperature,,28.1,°C,,RP_Kling_R,
Klingbach up,30/07/2018,pH,,7.15,,,RP_Kling_R,
Klingbach up,30/07/2018,conductivity,,388,uS/cm,,RP_Kling_R,
Klingbach up,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Kling_R,
Klingbach up,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Kling_R,
Klingbach up,30/07/2018,NO2,<,0.01,mg/L,,RP_Kling_R,
Klingbach up,30/07/2018,NO3,,2.3,mg/L,,RP_Kling_R,
Klingbach up,30/07/2018,PO4,,0.6,mg/L,,RP_Kling_R,
Klingbach up,30/07/2018,NH4,,0.1,mg/L,,RP_Kling_R,
Klingbach up,30/07/2018,Cl,,19,mg/L,,RP_Kling_R,
Klingbach up,30/07/2018,SO4,<,20,mg/L,,RP_Kling_R,
Klingbach up,30/07/2018,Cu,<,0.1,mg/L,,RP_Kling_R,
Klingbach up,30/07/2018,Flow 1,,0.25,m/sec,,RP_Kling_R,
Klingbach up,30/07/2018,Flow 2,,0.36,m/sec,,RP_Kling_R,
Klingbach up,30/07/2018,Flow 3,,0.37,m/sec,,RP_Kling_R,
Klingbach up,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Kling_R,
Dierbach up,30/07/2018,Weather,,sunny,,,RP_Dier_R,
Dierbach up,30/07/2018,time,,NA,hh:mm,,RP_Dier_R,
Dierbach up,30/07/2018,water temperature,,13.2,°C,,RP_Dier_R,
Dierbach up,30/07/2018,air temperature,,29.1,°C,,RP_Dier_R,
Dierbach up,30/07/2018,pH,,7.09,,,RP_Dier_R,
Dierbach up,30/07/2018,conductivity,,104,uS/cm,,RP_Dier_R,
Dierbach up,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Dier_R,
Dierbach up,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Dier_R,
Dierbach up,30/07/2018,NO2,<,0.01,mg/L,,RP_Dier_R,
Dierbach up,30/07/2018,NO3,,2.3,mg/L,,RP_Dier_R,
Dierbach up,30/07/2018,PO4,,0.4,mg/L,,RP_Dier_R,
Dierbach up,30/07/2018,NH4,,0.2,mg/L,,RP_Dier_R,
Dierbach up,30/07/2018,Cl,,5,mg/L,,RP_Dier_R,
Dierbach up,30/07/2018,SO4,<,20,mg/L,,RP_Dier_R,
Dierbach up,30/07/2018,Cu,<,0.1,mg/L,,RP_Dier_R,
Dierbach up,30/07/2018,Flow 1,,0.09,m/sec,,RP_Dier_R,
Dierbach up,30/07/2018,Flow 2,,0.03,m/sec,,RP_Dier_R,
Dierbach up,30/07/2018,Flow 3,,0.21,m/sec,,RP_Dier_R,
Dierbach up,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Dier_R,
Dierbach down,30/07/2018,Weather,,sunny,,,RP_Dier,
Dierbach down,30/07/2018,time,,NA,hh:mm,,RP_Dier,
Dierbach down,30/07/2018,water temperature,,20.5,°C,,RP_Dier,
Dierbach down,30/07/2018,air temperature,,29,°C,,RP_Dier,
Dierbach down,30/07/2018,pH,,7.18,,,RP_Dier,
Dierbach down,30/07/2018,conductivity,,207,uS/cm,,RP_Dier,
Dierbach down,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Dier,
Dierbach down,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Dier,
Dierbach down,30/07/2018,NO2,,0.02,mg/L,,RP_Dier,
Dierbach down,30/07/2018,NO3,,1.5,mg/L,,RP_Dier,
Dierbach down,30/07/2018,PO4,,0.7,mg/L,,RP_Dier,
Dierbach down,30/07/2018,NH4,,NA,mg/L,,RP_Dier,
Dierbach down,30/07/2018,Cl,,7,mg/L,,RP_Dier,
Dierbach down,30/07/2018,SO4,<,20,mg/L,,RP_Dier,
Dierbach down,30/07/2018,Cu,<,0.1,mg/L,,RP_Dier,
Dierbach down,30/07/2018,Flow 1,,0.16,m/sec,,RP_Dier,
Dierbach down,30/07/2018,Flow 2,,0.15,m/sec,,RP_Dier,
Dierbach down,30/07/2018,Flow 3,,0.15,m/sec,,RP_Dier,
Dierbach down,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Dier,
Otterbach down,30/07/2018,Weather,,sunny,,,RP_Otter,
Otterbach down,30/07/2018,time,,NA,hh:mm,,RP_Otter,
Otterbach down,30/07/2018,water temperature,,20.5,°C,,RP_Otter,
Otterbach down,30/07/2018,air temperature,,NA,°C,,RP_Otter,
Otterbach down,30/07/2018,pH,,7.17,,,RP_Otter,
Otterbach down,30/07/2018,conductivity,,243,uS/cm,,RP_Otter,
Otterbach down,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Otter,
Otterbach down,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Otter,
Otterbach down,30/07/2018,NO2,,0.01,mg/L,,RP_Otter,
Otterbach down,30/07/2018,NO3,,1.3,mg/L,,RP_Otter,
Otterbach down,30/07/2018,PO4,,1,mg/L,,RP_Otter,
Otterbach down,30/07/2018,NH4,<,0.1,mg/L,,RP_Otter,
Otterbach down,30/07/2018,Cl,,13,mg/L,,RP_Otter,
Otterbach down,30/07/2018,SO4,<,20,mg/L,,RP_Otter,
Otterbach down,30/07/2018,Cu,<,0.1,mg/L,,RP_Otter,
Otterbach down,30/07/2018,Flow 1,,0.3,m/sec,,RP_Otter,
Otterbach down,30/07/2018,Flow 2,,0.39,m/sec,,RP_Otter,
Otterbach down,30/07/2018,Flow 3,,0.32,m/sec,,RP_Otter,
Otterbach down,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Otter,
Otterbach up,30/07/2018,Weather,,sunny,,,RP_Otter_R,
Otterbach up,30/07/2018,time,,NA,hh:mm,,RP_Otter_R,
Otterbach up,30/07/2018,water temperature,,17.6,°C,,RP_Otter_R,
Otterbach up,30/07/2018,air temperature,,24.6,°C,,RP_Otter_R,
Otterbach up,30/07/2018,pH,,7,,,RP_Otter_R,
Otterbach up,30/07/2018,conductivity,,171,uS/cm,,RP_Otter_R,
Otterbach up,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Otter_R,
Otterbach up,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Otter_R,
Otterbach up,30/07/2018,NO2,<,0.01,mg/L,,RP_Otter_R,
Otterbach up,30/07/2018,NO3,,1,mg/L,,RP_Otter_R,
Otterbach up,30/07/2018,PO4,,0.4,mg/L,,RP_Otter_R,
Otterbach up,30/07/2018,NH4,<,0.1,mg/L,,RP_Otter_R,
Otterbach up,30/07/2018,Cl,,5,mg/L,,RP_Otter_R,
Otterbach up,30/07/2018,SO4,<,20,mg/L,,RP_Otter_R,
Otterbach up,30/07/2018,Cu,<,0.1,mg/L,,RP_Otter_R,
Otterbach up,30/07/2018,Flow 1,,0.14,m/sec,,RP_Otter_R,
Otterbach up,30/07/2018,Flow 2,,0.09,m/sec,,RP_Otter_R,
Otterbach up,30/07/2018,Flow 3,,0.11,m/sec,,RP_Otter_R,
Otterbach up,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Otter_R,
Russbach down,30/07/2018,Weather,,sunny,,,RP_Russ,
Russbach down,30/07/2018,time,,NA,hh:mm,,RP_Russ,
Russbach down,30/07/2018,water temperature,,20.5,°C,,RP_Russ,
Russbach down,30/07/2018,air temperature,,22.5,°C,,RP_Russ,
Russbach down,30/07/2018,pH,,8.07,,,RP_Russ,
Russbach down,30/07/2018,conductivity,,315,uS/cm,,RP_Russ,
Russbach down,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Russ,
Russbach down,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Russ,
Russbach down,30/07/2018,NO2,,0.02,mg/L,,RP_Russ,
Russbach down,30/07/2018,NO3,,1.1,mg/L,,RP_Russ,
Russbach down,30/07/2018,PO4,<,0.2,mg/L,,RP_Russ,
Russbach down,30/07/2018,NH4,<,0.1,mg/L,,RP_Russ,
Russbach down,30/07/2018,Cl,,10,mg/L,,RP_Russ,
Russbach down,30/07/2018,SO4,,23,mg/L,,RP_Russ,
Russbach down,30/07/2018,Cu,<,0.1,mg/L,,RP_Russ,
Russbach down,30/07/2018,Flow 1,,0.29,m/sec,,RP_Russ,
Russbach down,30/07/2018,Flow 2,,0.15,m/sec,,RP_Russ,
Russbach down,30/07/2018,Flow 3,,0.22,m/sec,,RP_Russ,
Russbach down,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Russ,
Russbach up,30/07/2018,Weather,,sunny,,,RP_Russ_R,
Russbach up,30/07/2018,time,,NA,hh:mm,,RP_Russ_R,
Russbach up,30/07/2018,water temperature,,13.9,°C,,RP_Russ_R,
Russbach up,30/07/2018,air temperature,,19.2,°C,,RP_Russ_R,
Russbach up,30/07/2018,pH,,7.61,,,RP_Russ_R,
Russbach up,30/07/2018,conductivity,,124,uS/cm,,RP_Russ_R,
Russbach up,30/07/2018,Dissolved Oxygen,,NA,%,,RP_Russ_R,
Russbach up,30/07/2018,Dissolved Oxygen,,NA,mg/L,,RP_Russ_R,
Russbach up,30/07/2018,NO2,<,0.01,mg/L,,RP_Russ_R,
Russbach up,30/07/2018,NO3,,2.5,mg/L,,RP_Russ_R,
Russbach up,30/07/2018,PO4,,0.5,mg/L,,RP_Russ_R,
Russbach up,30/07/2018,NH4,<,0.1,mg/L,,RP_Russ_R,
Russbach up,30/07/2018,Cl,,5,mg/L,,RP_Russ_R,
Russbach up,30/07/2018,SO4,<,20,mg/L,,RP_Russ_R,
Russbach up,30/07/2018,Cu,<,0.1,mg/L,,RP_Russ_R,
Russbach up,30/07/2018,Flow 1,,0.2,m/sec,,RP_Russ_R,
Russbach up,30/07/2018,Flow 2,,0.19,m/sec,,RP_Russ_R,
Russbach up,30/07/2018,Flow 3,,0.2,m/sec,,RP_Russ_R,
Russbach up,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Russ_R,
Hainbach down,30/07/2018,Weather,,sunny,,,RP_Hain,
Hainbach down,30/07/2018,time,,NA,hh:mm,,RP_Hain,
Hainbach down,30/07/2018,water temperature,,21.3,°C,,RP_Hain,
Hainbach down,30/07/2018,air temperature,,32.2,°C,,RP_Hain,
Hainbach down,30/07/2018,pH,,6.17,,,RP_Hain,
Hainbach down,30/07/2018,conductivity,,169,uS/cm,,RP_Hain,
Hainbach down,30/07/2018,Dissolved Oxygen,,85.9,%,,RP_Hain,
Hainbach down,30/07/2018,Dissolved Oxygen,,7.4,mg/L,,RP_Hain,
Hainbach down,30/07/2018,NO2,,0.02,mg/L,,RP_Hain,
Hainbach down,30/07/2018,NO3,,1,mg/L,,RP_Hain,
Hainbach down,30/07/2018,PO4,,0.8,mg/L,,RP_Hain,
Hainbach down,30/07/2018,NH4,,0.1,mg/L,,RP_Hain,
Hainbach down,30/07/2018,Cl,,9,mg/L,,RP_Hain,
Hainbach down,30/07/2018,SO4,,21,mg/L,,RP_Hain,
Hainbach down,30/07/2018,Cu,<,0.1,mg/L,,RP_Hain,
Hainbach down,30/07/2018,Flow 1,,0.02,m/sec,,RP_Hain,
Hainbach down,30/07/2018,Flow 2,,0.05,m/sec,,RP_Hain,
Hainbach down,30/07/2018,Flow 3,,0.13,m/sec,,RP_Hain,
Hainbach down,30/07/2018,Flow UFZ,,NA,m/sec,,RP_Hain,
Russbach down,10/09/2018,Weather,,sunny,,,RP_Russ,
Russbach down,10/09/2018,time,,08:40,hh:mm,,RP_Russ,
Russbach down,10/09/2018,water temperature,,13.7,°C,,RP_Russ,
Russbach down,10/09/2018,air temperature,,13.6,°C,,RP_Russ,
Russbach down,10/09/2018,pH,,7.66,,,RP_Russ,
Russbach down,10/09/2018,conductivity,,327,uS/cm,,RP_Russ,
Russbach down,10/09/2018,Dissolved Oxygen,,90.7,%,,RP_Russ,
Russbach down,10/09/2018,Dissolved Oxygen,,9.32,mg/L,,RP_Russ,
Russbach down,10/09/2018,NO2,<,0.01,mg/L,,RP_Russ,
Russbach down,10/09/2018,NO3,<,0.1,mg/L,,RP_Russ,
Russbach down,10/09/2018,PO4,,0.4,mg/L,,RP_Russ,
Russbach down,10/09/2018,NH4,<,0.1,mg/L,,RP_Russ,
Russbach down,10/09/2018,Cl,,7,mg/L,,RP_Russ,
Russbach down,10/09/2018,SO4,,23,mg/L,,RP_Russ,
Russbach down,10/09/2018,Cu,<,0.1,mg/L,,RP_Russ,
Russbach down,10/09/2018,Flow 1,,0.15,m/sec,,RP_Russ,
Russbach down,10/09/2018,Flow 2,,0.2,m/sec,,RP_Russ,
Russbach down,10/09/2018,Flow 3,,0.07,m/sec,,RP_Russ,
Russbach down,10/09/2018,Flow UFZ,,0.13,m/sec,,RP_Russ,
Russbach up,10/09/2018,Weather,,sunny,,,RP_Russ_R,
Russbach up,10/09/2018,time,,09:00,hh:mm,,RP_Russ_R,
Russbach up,10/09/2018,water temperature,,11.7,°C,,RP_Russ_R,
Russbach up,10/09/2018,air temperature,,11.7,°C,,RP_Russ_R,
Russbach up,10/09/2018,pH,,7.51,,,RP_Russ_R,
Russbach up,10/09/2018,conductivity,,12.2,uS/cm,,RP_Russ_R,
Russbach up,10/09/2018,Dissolved Oxygen,,96.2,%,,RP_Russ_R,
Russbach up,10/09/2018,Dissolved Oxygen,,10.31,mg/L,,RP_Russ_R,
Russbach up,10/09/2018,NO2,<,0.01,mg/L,,RP_Russ_R,
Russbach up,10/09/2018,NO3,,2.1,mg/L,,RP_Russ_R,
Russbach up,10/09/2018,PO4,,0.4,mg/L,,RP_Russ_R,
Russbach up,10/09/2018,NH4,<,0.1,mg/L,,RP_Russ_R,
Russbach up,10/09/2018,Cl,,5,mg/L,,RP_Russ_R,
Russbach up,10/09/2018,SO4,<,20,mg/L,,RP_Russ_R,
Russbach up,10/09/2018,Cu,<,0.1,mg/L,,RP_Russ_R,
Russbach up,10/09/2018,Flow 1,,0.15,m/sec,,RP_Russ_R,
Russbach up,10/09/2018,Flow 2,,0.1,m/sec,,RP_Russ_R,
Russbach up,10/09/2018,Flow 3,,0.18,m/sec,,RP_Russ_R,
Russbach up,10/09/2018,Flow UFZ,,0.11,m/sec,,RP_Russ_R,
Otterbach down,10/09/2018,Weather,,sunny,,,RP_Otter,
Otterbach down,10/09/2018,time,,09:35,hh:mm,,RP_Otter,
Otterbach down,10/09/2018,water temperature,,13.8,°C,,RP_Otter,
Otterbach down,10/09/2018,air temperature,,14.7,°C,,RP_Otter,
Otterbach down,10/09/2018,pH,,7.79,,,RP_Otter,
Otterbach down,10/09/2018,conductivity,,237,uS/cm,,RP_Otter,
Otterbach down,10/09/2018,Dissolved Oxygen,,91.6,%,,RP_Otter,
Otterbach down,10/09/2018,Dissolved Oxygen,,9.41,mg/L,,RP_Otter,
Otterbach down,10/09/2018,NO2,<,0.01,mg/L,,RP_Otter,
Otterbach down,10/09/2018,NO3,<,0.1,mg/L,,RP_Otter,
Otterbach down,10/09/2018,PO4,,0.2,mg/L,,RP_Otter,
Otterbach down,10/09/2018,NH4,<,0.1,mg/L,,RP_Otter,
Otterbach down,10/09/2018,Cl,<,1,mg/L,,RP_Otter,
Otterbach down,10/09/2018,SO4,<,20,mg/L,,RP_Otter,
Otterbach down,10/09/2018,Cu,<,0.1,mg/L,,RP_Otter,
Otterbach down,10/09/2018,Flow 1,,0.32,m/sec,,RP_Otter,
Otterbach down,10/09/2018,Flow 2,,0.32,m/sec,,RP_Otter,
Otterbach down,10/09/2018,Flow 3,,0.42,m/sec,,RP_Otter,
Otterbach down,10/09/2018,Flow UFZ,,0.17,m/sec,,RP_Otter,
Dierbach down,10/09/2018,Weather,,sunny,,,RP_Dier,
Dierbach down,10/09/2018,time,,10:05,hh:mm,,RP_Dier,
Dierbach down,10/09/2018,water temperature,,15.3,°C,,RP_Dier,
Dierbach down,10/09/2018,air temperature,,18.7,°C,,RP_Dier,
Dierbach down,10/09/2018,pH,,7.81,,,RP_Dier,
Dierbach down,10/09/2018,conductivity,,182,uS/cm,,RP_Dier,
Dierbach down,10/09/2018,Dissolved Oxygen,,91.4,%,,RP_Dier,
Dierbach down,10/09/2018,Dissolved Oxygen,,9.08,mg/L,,RP_Dier,
Dierbach down,10/09/2018,NO2,<,0.01,mg/L,,RP_Dier,
Dierbach down,10/09/2018,NO3,,1.2,mg/L,,RP_Dier,
Dierbach down,10/09/2018,PO4,,0.7,mg/L,,RP_Dier,
Dierbach down,10/09/2018,NH4,<,0.1,mg/L,,RP_Dier,
Dierbach down,10/09/2018,Cl,,9,mg/L,,RP_Dier,
Dierbach down,10/09/2018,SO4,,21,mg/L,,RP_Dier,
Dierbach down,10/09/2018,Cu,<,0.1,mg/L,,RP_Dier,
Dierbach down,10/09/2018,Flow 1,,0.13,m/sec,,RP_Dier,
Dierbach down,10/09/2018,Flow 2,,0.1,m/sec,,RP_Dier,
Dierbach down,10/09/2018,Flow 3,,0.21,m/sec,,RP_Dier,
Dierbach down,10/09/2018,Flow UFZ,,,m/sec,,RP_Dier,
Otterbach up,10/09/2018,Weather,,sunny,,,RP_Otter_R,
Otterbach up,10/09/2018,time,,10:35,hh:mm,,RP_Otter_R,
Otterbach up,10/09/2018,water temperature,,12.3,°C,,RP_Otter_R,
Otterbach up,10/09/2018,air temperature,,16.3,°C,,RP_Otter_R,
Otterbach up,10/09/2018,pH,,7.88,,,RP_Otter_R,
Otterbach up,10/09/2018,conductivity,,187,uS/cm,,RP_Otter_R,
Otterbach up,10/09/2018,Dissolved Oxygen,,101,%,,RP_Otter_R,
Otterbach up,10/09/2018,Dissolved Oxygen,,10.69,mg/L,,RP_Otter_R,
Otterbach up,10/09/2018,NO2,<,0.01,mg/L,,RP_Otter_R,
Otterbach up,10/09/2018,NO3,,1.2,mg/L,,RP_Otter_R,
Otterbach up,10/09/2018,PO4,<,0.2,mg/L,,RP_Otter_R,
Otterbach up,10/09/2018,NH4,<,0.1,mg/L,,RP_Otter_R,
Otterbach up,10/09/2018,Cl,,5,mg/L,,RP_Otter_R,
Otterbach up,10/09/2018,SO4,<,20,mg/L,,RP_Otter_R,
Otterbach up,10/09/2018,Cu,<,0.1,mg/L,,RP_Otter_R,
Otterbach up,10/09/2018,Flow 1,,0.17,m/sec,,RP_Otter_R,
Otterbach up,10/09/2018,Flow 2,,0.35,m/sec,,RP_Otter_R,
Otterbach up,10/09/2018,Flow 3,,0.07,m/sec,,RP_Otter_R,
Otterbach up,10/09/2018,Flow UFZ,,0.2,m/sec,cannot measure,RP_Otter_R,
Dierbach up,10/09/2018,Weather,,sunny,,,RP_Dier_R,
Dierbach up,10/09/2018,time,,11:05,hh:mm,,RP_Dier_R,
Dierbach up,10/09/2018,water temperature,,12.9,°C,,RP_Dier_R,
Dierbach up,10/09/2018,air temperature,,20.1,°C,,RP_Dier_R,
Dierbach up,10/09/2018,pH,,6.79,,,RP_Dier_R,
Dierbach up,10/09/2018,conductivity,,99,uS/cm,,RP_Dier_R,
Dierbach up,10/09/2018,Dissolved Oxygen,,96.4,%,,RP_Dier_R,
Dierbach up,10/09/2018,Dissolved Oxygen,,10.01,mg/L,,RP_Dier_R,
Dierbach up,10/09/2018,NO2,<,0.01,mg/L,,RP_Dier_R,
Dierbach up,10/09/2018,NO3,,1.9,mg/L,,RP_Dier_R,
Dierbach up,10/09/2018,PO4,,0.6,mg/L,,RP_Dier_R,
Dierbach up,10/09/2018,NH4,<,0.1,mg/L,,RP_Dier_R,
Dierbach up,10/09/2018,Cl,,5,mg/L,,RP_Dier_R,
Dierbach up,10/09/2018,SO4,<,20,mg/L,,RP_Dier_R,
Dierbach up,10/09/2018,Cu,<,0.1,mg/L,,RP_Dier_R,
Dierbach up,10/09/2018,Flow 1,,0.19,m/sec,,RP_Dier_R,
Dierbach up,10/09/2018,Flow 2,,0.12,m/sec,,RP_Dier_R,
Dierbach up,10/09/2018,Flow 3,,0.23,m/sec,,RP_Dier_R,
Dierbach up,10/09/2018,Flow UFZ,,0.12,m/sec,,RP_Dier_R,
Klingbach up,10/09/2018,Weather,,sunny,,,RP_Kling_R,
Klingbach up,10/09/2018,time,,11:50,hh:mm,,RP_Kling_R,
Klingbach up,10/09/2018,water temperature,,13.7,°C,,RP_Kling_R,
Klingbach up,10/09/2018,air temperature,,18.3,°C,,RP_Kling_R,
Klingbach up,10/09/2018,pH,,8.02,,,RP_Kling_R,
Klingbach up,10/09/2018,conductivity,,399,uS/cm,,RP_Kling_R,
Klingbach up,10/09/2018,Dissolved Oxygen,,92.7,%,,RP_Kling_R,
Klingbach up,10/09/2018,Dissolved Oxygen,,9.54,mg/L,,RP_Kling_R,
Klingbach up,10/09/2018,NO2,,0.01,mg/L,,RP_Kling_R,
Klingbach up,10/09/2018,NO3,<,1,mg/L,,RP_Kling_R,
Klingbach up,10/09/2018,PO4,,0.2,mg/L,,RP_Kling_R,
Klingbach up,10/09/2018,NH4,<,0.1,mg/L,,RP_Kling_R,
Klingbach up,10/09/2018,Cl,,19,mg/L,,RP_Kling_R,
Klingbach up,10/09/2018,SO4,<20,,mg/L,,RP_Kling_R,
Klingbach up,10/09/2018,Cu,<,0.1,mg/L,,RP_Kling_R,
Klingbach up,10/09/2018,Flow 1,,0.26,m/sec,,RP_Kling_R,
Klingbach up,10/09/2018,Flow 2,,0.24,m/sec,,RP_Kling_R,
Klingbach up,10/09/2018,Flow 3,,0.17,m/sec,,RP_Kling_R,
Klingbach up,10/09/2018,Flow UFZ,,0.13,m/sec,,RP_Kling_R,
Klingbach down,10/09/2018,Weather,,sunny,,,RP_Kling,
Klingbach down,10/09/2018,time,,12:20,hh:mm,,RP_Kling,
Klingbach down,10/09/2018,water temperature,,15.4,°C,,RP_Kling,
Klingbach down,10/09/2018,air temperature,,24.4,°C,,RP_Kling,
Klingbach down,10/09/2018,pH,,7.98,,,RP_Kling,
Klingbach down,10/09/2018,conductivity,,417,uS/cm,,RP_Kling,
Klingbach down,10/09/2018,Dissolved Oxygen,,92.5,%,,RP_Kling,
Klingbach down,10/09/2018,Dissolved Oxygen,,9.19,mg/L,,RP_Kling,
Klingbach down,10/09/2018,NO2,,0.01,mg/L,,RP_Kling,
Klingbach down,10/09/2018,NO3,,1.9,mg/L,,RP_Kling,
Klingbach down,10/09/2018,PO4,,0.4,mg/L,,RP_Kling,
Klingbach down,10/09/2018,NH4,<,0.1,mg/L,,RP_Kling,
Klingbach down,10/09/2018,Cl,,18,mg/L,,RP_Kling,
Klingbach down,10/09/2018,SO4,,27,mg/L,,RP_Kling,
Klingbach down,10/09/2018,Cu,<,0.1,mg/L,,RP_Kling,
Klingbach down,10/09/2018,Flow 1,,0.32,m/sec,,RP_Kling,
Klingbach down,10/09/2018,Flow 2,,0.39,m/sec,,RP_Kling,
Klingbach down,10/09/2018,Flow 3,,0.17,m/sec,,RP_Kling,
Klingbach down,10/09/2018,Flow UFZ,,0.24,m/sec,,RP_Kling,
Kaiserbach down,10/09/2018,Weather,,sunny,,,RP_Kaiser,
Kaiserbach down,10/09/2018,time,,12:55,hh:mm,,RP_Kaiser,
Kaiserbach down,10/09/2018,water temperature,,15.3,°C,,RP_Kaiser,
Kaiserbach down,10/09/2018,air temperature,,23.7,°C,,RP_Kaiser,
Kaiserbach down,10/09/2018,pH,,7.89,,,RP_Kaiser,
Kaiserbach down,10/09/2018,conductivity,,3010,uS/cm,,RP_Kaiser,
Kaiserbach down,10/09/2018,Dissolved Oxygen,,89.7,%,,RP_Kaiser,
